scientific_name,common_name,group,transmitter_id,tag_id,num_det,days_det,num_stat,DI,mcp,bbk50,bbk95,BodyLength_mm,sex,ReleaseDate,release_latitude,release_longitude,tag_project_name,IUCN,mass.g,dis_min,dis_25,dis_50,dis_75,dis_max,dis_mean,dis_sd,Habitat,Trophic.group,comment
Carcharodon carcharias,White Shark,shark,A69-9001-20448,130722381,4,1,1,0.000273973,,,,2050,MALE,2016-07-21,-32.144,152.5106,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,97919.10409,0,0,0,56.33609796,225.3443918,56.33609796,112.6721959,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-18805,130722414,15,2,3,0.000547945,,,,2560,FEMALE,2016-09-06,-32.1431,152.5137,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,192819.099,0,0,0.800746386,0.805020787,225.5614234,15.5190159,58.10775466,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20449,130722357,3,1,1,0.000273973,,,,2800,FEMALE,2016-06-02,-29.0705,153.4481,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,253425.4058,0,0,0,64.3122578,128.6245156,42.87483853,74.2613987,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20476,130722372,4,1,1,0.000273973,,,,3050,FEMALE,2016-07-06,-28.2892,153.5984,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,328952.1013,0,0,0,166.5535619,666.2142477,166.5535619,333.1071238,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-29690,130722292,117,4,17,0.00109589,64857705577,6230273317,21229079449,2250,FEMALE,2015-09-13,-28.8738,153.6042,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,130069.3097,0,0,0,0,439.5059996,11.22332315,62.93522945,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20451,130722354,20,2,5,0.000547945,,,,2450,MALE,2016-05-31,-29.0927,153.4376,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,168645.4825,0,0,0,0.615592035,449.2940437,38.94912834,111.7652478,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-29695,130722277,121,9,12,0.002465753,15971.45752,553736.9679,2019211.676,3050,FEMALE,2015-09-07,-28.8881,153.6096,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,328952.1013,0,0,0,0,448.711166,14.84972528,75.05494355,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-29692,130722310,20,3,4,0.000821918,,,,2820,FEMALE,2015-10-17,-28.8202,153.6253,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,258986.9824,0,0,0,0,448.711166,44.4397074,118.271877,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20450,130722369,12,2,3,0.000547945,,,,3050,MALE,2016-07-05,-28.9075,153.5639,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,328952.1013,0,0,0,0.800746386,594.0743135,73.11001315,182.932731,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-30405,60491289,12,1,1,0.00243309,,,,,MALE,2011-12-07,-35.2314,136.0734,FSRF Acoustic network,VU,,0,0,0,0,2590.412351,215.8676959,747.7876341,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20458,130722390,47,4,6,0.00109589,,,,2930,MALE,2016-08-01,-30.3268,153.1349,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,291047.8511,0,0,0,0.841851736,449.4819957,10.27459801,65.49902542,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20454,130722393,53,3,8,0.000821918,,,,2140,FEMALE,2016-08-01,-30.3504,153.1147,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,111629.8044,0,0,0,0,441.1050642,14.20132351,71.17620286,P,Top,
Carcharodon carcharias,White Shark,shark,A69-1303-40969,4318180,69,8,10,0.011428571,10562549418,21305155569,99548825988,2800,MALE,2011-04-05,-46.835,168.2238,New Zealand white shark tracking,VU,253425.4058,0,0,0,0,2147.794313,50.26075907,267.279927,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-18820,130722450,5,1,1,0.000273973,,,,2500,FEMALE,2016-10-08,-28.8746,153.6036,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,179363.9591,0,0,0,0,880.4840142,176.0968028,393.7644218,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-18798,130722423,10,1,2,0.000273973,,,,1520,FEMALE,2016-09-07,-32.1514,152.5107,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,39322.49793,0,0,0,0,503.3050905,50.41233605,159.1305011,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20475,130722360,9,2,2,0.000547945,,,,2980,MALE,2016-07-04,-28.8883,153.5865,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,306462.7966,0,0,0,0,148.8133717,16.7278961,49.5353871,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-29694,130722295,32,3,4,0.000821918,,,,2900,FEMALE,2015-10-13,-28.844,153.6147,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,282053.8607,0,0,0,0,603.7580711,41.33582575,136.8225513,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-18802,130722402,16,2,4,0.000547945,,,,3050,FEMALE,2016-08-09,-28.8802,153.5942,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,328952.1013,0,0,0,0,732.0147671,49.14172142,174.0367999,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-18821,130722432,4,1,1,0.000273973,,,,1720,MALE,2016-09-27,-28.8718,153.6044,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,57329.73286,0,0,0,219.7911773,879.1647092,219.7911773,439.5823546,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-18818,130722459,7,1,1,0.000273973,,,,3130,FEMALE,2016-10-14,-28.872,153.5907,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,355982.2835,0,0,0,0,879.0867032,125.5838147,332.2635425,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-18817,130722426,6,1,2,0.000273973,,,,1970,MALE,2016-09-08,-32.1585,152.5091,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,86724.16854,0,0,0,0.613702504,502.5260396,83.89071826,205.0888463,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20474,130722396,26,5,5,0.001369863,,,,2640,MALE,2016-08-02,-30.3398,153.1188,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,211792.2831,0,0,0,0.518005825,23.27527568,2.033526604,5.344117073,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-20459,130722384,12,2,4,0.000547945,,,,2900,FEMALE,2016-07-22,-32.1588,152.5092,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,282053.8607,0,0.201255197,0.805020787,0.805020787,450.2974255,68.88126638,143.2855465,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-29696,130722313,108,8,10,0.002191781,,,,2240,FEMALE,2015-10-18,-28.9093,153.573,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,128314.1676,0,0,0,0,449.6144766,14.00919858,75.2413221,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-29693,130722289,34,4,5,0.00109589,,,,2950,FEMALE,2015-09-12,-28.7613,153.6202,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,297149.7052,0,0,0,0.826115176,450.1442763,31.51040824,109.8783851,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-18803,130722420,0,0,1,0,,,,2620,MALE,2016-09-07,-32.1632,152.5091,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,206936.4972,0,125.7370123,251.4740246,377.2110369,502.9480492,251.4740246,355.6379762,P,Top,
Carcharodon carcharias,White Shark,shark,A69-9001-29685,130722231,5,1,1,0.000273973,,,,220,FEMALE,2015-08-26,-29.0358,153.479,"NSW DPI (Whaler, White and Tiger Shark Program)",VU,108.2448721,0,0,0,0,130.3981597,26.07963194,58.31582985,P,Top,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1008,127970833,8,1,3,1,,,,790,FEMALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,2583.243017,0,0,0,0.648162606,1.002865287,0.315046199,0.456845702,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1035,128148388,33,1,4,1,,,,850,MALE,2015-03-29,-38.3585,147.8235,CSIRO: Animal Tagging,LC,3243.679,0,0,0,0,41.52506071,4.943329578,13.38229901,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1007,127970822,4,1,1,1,,,,790,FEMALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,2583.243017,0,0,0,0.134393265,0.537573058,0.134393265,0.268786529,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1022,127970997,9,1,3,1,,,,920,FEMALE,2015-03-29,-38.355,147.8178,CSIRO: Animal Tagging,LC,4148.825352,0,0,0,0.403251432,1.00612218,0.263369692,0.429251247,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1013,127970898,79,3,8,0.045454545,47126885.22,69411765.91,227443585.2,930,FEMALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,4290.68844,0,0,0,0,46.98650508,0.697851766,5.21958185,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1000,127970740,121,2,3,0.008810573,,,,830,MALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,3012.158894,0,0,0,0,1.016757329,0.022205612,0.141120468,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1001,127970752,4,1,2,1,,,,890,,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,3742.380408,0,0,0.366279236,0.788452177,0.956133289,0.42217294,0.495954573,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1017,127970942,56,2,7,0.024390244,,,,880,FEMALE,2015-03-29,-38.355,147.8178,CSIRO: Animal Tagging,LC,3613.151072,0,0,0,0,1.750543727,0.239364525,0.457795003,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1043,128160234,73,2,7,0.04,,,,850,MALE,2015-03-29,-38.3595,147.8216,CSIRO: Animal Tagging,LC,3243.679,0,0,0,0,45.05167516,1.78804718,8.438794198,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1009,127970844,9,1,1,0.016949153,,,,860,MALE,2015-03-29,-38.355,147.8178,CSIRO: Animal Tagging,LC,3363.838939,0,0,0,0,2.363486487,0.26260961,0.787828829,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1015,127970920,4,1,1,1,,,,870,MALE,2015-03-29,-38.355,147.8178,CSIRO: Animal Tagging,LC,3486.983448,0,0,0,0.100812858,0.403251432,0.100812858,0.201625716,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1034,128148366,67,2,6,1,1562537.918,531929.7711,2903898.99,870,MALE,2015-03-29,-38.3592,147.8223,CSIRO: Animal Tagging,LC,3486.983448,0,0,0,0,1.022080802,0.15389485,0.358634816,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1006,127970811,143,7,13,0.120689655,5549345.188,10580974.09,42819486.13,850,FEMALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,3243.679,0,0,0,0.251363208,3.611701223,0.314873143,0.63134515,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-969,128160410,33,1,3,1,,,,860,MALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,3363.838939,0,0,0,0,1.001508458,0.106231303,0.298140474,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-970,128160421,31,1,5,1,,,,810,MALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,2792.115753,0,0,0,0,0.956546988,0.169924187,0.359538877,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1016,127970931,15,2,3,0.029411765,,,,930,MALE,2015-03-29,-38.355,147.8178,CSIRO: Animal Tagging,LC,4290.68844,0,0,0,0,1.00612218,0.158021815,0.350892943,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1038,128148429,22,1,2,1,,,,890,FEMALE,2015-03-29,-38.3556,147.8168,CSIRO: Animal Tagging,LC,3742.380408,0,0,0,0,0.996632112,0.075062797,0.248616654,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1039,128148443,15,1,3,1,,,,870,MALE,2015-03-29,-38.3535,147.8203,CSIRO: Animal Tagging,LC,3486.983448,0,0,0,0,40.55344298,5.433586482,14.25460586,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1040,128160201,69,1,4,1,,,,850,MALE,2015-03-29,-38.3535,147.8203,CSIRO: Animal Tagging,LC,3243.679,0,0,0,0,0.996632112,0.120303161,0.319535226,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-971,128160432,22,1,3,1,,,,900,FEMALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,3874.710098,0,0,0,0,1.030460593,0.113373828,0.303517627,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1042,128160223,44,1,4,1,,,,770,MALE,2015-03-29,-38.3591,147.8211,CSIRO: Animal Tagging,LC,2385.234957,0,0,0,0,0.991419157,0.15089809,0.353017227,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-977,128160498,53,1,5,1,3368183.673,872743.8923,4034608.406,880,MALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,3613.151072,0,0,0,0,2.975092242,0.140915777,0.480633889,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1002,127970767,83,2,6,0.046511628,,,,720,FEMALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,1935.749136,0,0,0,0,3.430607847,0.106708301,0.466584742,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1041,128160212,35,1,6,1,,,,870,FEMALE,2015-03-29,-38.3586,147.8195,CSIRO: Animal Tagging,LC,3486.983448,0,0,0.991419157,41.03925184,41.52506071,12.12783929,18.80668771,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1004,127970789,300,5,9,0.069444444,91064295.06,87103577.37,306667369.7,730,MALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,2020.594215,0,0,0,0,48.66252411,0.349550511,3.837265315,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1020,127970975,195,8,13,0.153846154,6340855.887,5263909.74,19474964.21,820,MALE,2015-03-29,-38.3461,147.8164,CSIRO: Animal Tagging,LC,2900.721882,0,0,0,0,42.00868894,0.549827116,4.189243333,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1021,127970986,31,2,7,0.025,,,,870,FEMALE,2015-03-29,-38.3461,147.8164,CSIRO: Animal Tagging,LC,3486.983448,0,0,0,0,2.00935249,0.30293731,0.603006515,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-983,128160564,45,1,4,1,,,,830,FEMALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,3012.158894,0,0,0,0,1.030460593,0.081749173,0.268380223,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1023,127971008,208,6,16,0.08,74471469.71,850811382.1,5198411130,840,MALE,2015-03-29,-38.355,147.8178,CSIRO: Animal Tagging,LC,3126.465134,0,0,0,0,41.52506071,1.326934987,6.801955892,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-972,128160443,20,1,4,1,,,,820,MALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,2900.721882,0,0,0,0.131671484,1.015034754,0.224882408,0.411058455,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-973,128160454,36,1,2,1,,,,650,MALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,1408.333628,0,0,0,0,0.956133289,0.045076188,0.191640439,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-974,128160465,17,1,4,1,,,,840,FEMALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,3126.465134,0,0,0,0.549009017,1.025852003,0.268201276,0.440282816,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-975,128160476,33,1,4,1,,,,860,MALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,3363.838939,0,0,0,0,0.956546988,0.106483294,0.294366047,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-976,128160487,48,1,4,1,,,,890,FEMALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,3742.380408,0,0,0,0,1.018397917,0.074752412,0.257321785,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1029,127971074,45,1,4,1,,,,870,MALE,2015-03-29,-38.8164,147.3545,CSIRO: Animal Tagging,LC,3486.983448,0,0,0,0,65.11373096,1.578821783,9.692423051,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-978,128160509,12,1,2,1,,,,910,MALE,2015-03-31,-38.6669,147.4571,CSIRO: Animal Tagging,LC,4010.178833,0,0,0,0,0.979931248,0.127411689,0.311429445,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-1003,127970778,5,1,2,1,,,,830,FEMALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,3012.158894,0,0,0,0.537573058,0.979931248,0.303500861,0.444040026,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-996,128160685,3,1,1,1,,,,750,FEMALE,2015-03-30,-38.6678,147.4534,CSIRO: Animal Tagging,LC,2197.786692,0,0,0,0.337426761,0.674853522,0.224951174,0.389626863,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-997,128160696,181,7,10,0.159090909,4139353.677,953724.7342,5168040.13,680,MALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,1620.495124,0,0,0,0,2.977089339,0.153114902,0.446325913,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-998,128160707,4,1,2,1,,,,680,MALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,1620.495124,0,0,0.268786529,0.648162606,0.979931248,0.379376077,0.473830214,B,Omnivore,
Cephaloscyllium laticeps,Draughtboard Shark,shark,A69-9004-999,128160718,183,3,7,0.037037037,,,,660,MALE,2015-03-30,-38.6663,147.4572,CSIRO: Animal Tagging,LC,1476.816887,0,0,0,0,3.611701223,0.077288211,0.39120619,B,Omnivore,
Dasyatis brevicaudata,Smooth Stingray,ray,A69-1601-4060,110520093,16,4,6,0.006319115,,,,650,MALE,2012-03-06,-42.7987,147.5044,Chondrichthyan monitoring of south-east Australia,LC,3397.842826,0,0,0,1.405294629,60.12207066,5.777444506,14.67604518,B,Omnivore,
Dasyatis brevicaudata,Smooth Stingray,ray,A69-1303-33139,110520295,0,0,1,0,,,,1230,FEMALE,2012-12-09,-42.8041,147.4985,Chondrichthyan monitoring of south-east Australia,LC,23618.82131,0,0,0,28.90806845,57.81613691,19.27204564,33.38016221,B,Omnivore,
Dasyatis brevicaudata,Smooth Stingray,ray,A69-1303-33171,110520749,69,5,5,0.004065041,,,,490,MALE,2012-12-06,-42.8072,147.5003,Chondrichthyan monitoring of south-east Australia,LC,1439.27163,0,0,0,0,63.6993908,1.162539266,7.63638513,B,Omnivore,
Dasyatis brevicaudata,Smooth Stingray,ray,A69-1601-64018,110520275,27,6,5,0.001643836,,,,820,MALE,2012-12-03,-42.7979,147.5003,Chondrichthyan monitoring of south-east Australia,LC,6885.584192,0,0,0,0,69.90325442,5.007768773,14.21596616,B,Omnivore,
Dasyatis brevicaudata,Smooth Stingray,ray,A69-1303-33141,110520239,39,5,5,0.004926108,,,,910,FEMALE,2012-12-10,-42.8041,147.4878,Chondrichthyan monitoring of south-east Australia,LC,9450.015358,0,0,0,0,59.23054892,2.876405717,10.31532552,B,Omnivore,
Dasyatis brevicaudata,Smooth Stingray,ray,A69-1601-4068,110520097,9,2,4,0.003159558,,,,850,MALE,2012-03-06,-42.7987,147.5044,Chondrichthyan monitoring of south-east Australia,LC,7680.335927,0,0,0,0.80359062,762.0987451,166.0237261,329.0827292,B,Omnivore,
Dasyatis brevicaudata,Smooth Stingray,ray,A69-1303-33140,110520299,107,12,9,0.01025641,,,,790,FEMALE,2012-12-09,-42.8072,147.5003,Chondrichthyan monitoring of south-east Australia,LC,6147.988397,0,0,0,0,247.738902,9.789332446,46.5087245,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-31842,83276010,1213,47,8,0.405172414,12479915.09,228413.6534,5369875.701,340,FEMALE,2013-03-23,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,473.8518598,0,0,0,0,3.144274246,0.023729352,0.211135748,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-31833,83276045,175,16,7,0.183908046,5717234.66,4827721.579,23194410.65,375,MALE,2013-04-05,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,638.2660369,0,0,0,0,4.262041549,0.203272498,0.593591234,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-31823,69918599,2044,45,9,0.027829314,19820603.91,1464615.622,7488688.357,345,FEMALE,2013-03-23,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,495.3552049,0,0,0,0,3.383458295,0.028292436,0.226949304,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28793,69918587,4877,64,9,0.039579468,19820603.91,1630225.869,13787053.06,525,MALE,2013-03-15,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,1775.133271,0,0,0,0,5.583079434,0.024722777,0.227803638,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-31828,83276056,176,18,7,0.339622642,9470780.845,423657.1998,5591289.788,540,FEMALE,2013-04-06,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,1933.854127,0,0,0,0,3.499640681,0.139965074,0.525482343,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28792,69918571,4073,97,14,0.059987631,38614424.37,731825.1349,6862586.643,410,FEMALE,2013-01-29,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,837.1621913,0,0,0,0,3.85086166,0.029141191,0.215930704,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28788,69918575,885,31,7,0.019171305,9858206.421,3231756.005,21792257.2,390,MALE,2013-01-29,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,719.0897313,0,0,0,0,3.383458295,0.08940699,0.398201354,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-31838,69918595,392,22,7,0.013605442,9470780.845,3073977.822,17745982.01,530,FEMALE,2013-03-25,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,1827.028514,0,0,0,0,2.374454439,0.117769779,0.425503022,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28791,69918563,1370,44,9,0.027210884,19820603.91,3374308.783,18786412.4,430,MALE,2013-01-17,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,967.5886974,0,0,0,0,4.262041549,0.104524864,0.435276307,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28786,69918583,632,18,6,0.011131725,2412236.261,326996.7898,2941855.078,450,MALE,2013-02-28,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,1110.996584,0,0,0,0,2.374454439,0.041355783,0.240089962,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28787,69918567,8306,104,20,0.064316636,52593139.87,3113383.416,20459376.73,370,MALE,2013-01-29,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,612.745207,0,0,0,0,3.383458295,0.040573861,0.241686352,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28784,69918579,198,15,7,0.009276438,9470780.845,3619149.102,17698361.62,460,MALE,2013-01-30,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,1187.764908,0,0,0,0,2.374454439,0.191025836,0.499909326,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28790,69918591,1457,30,7,0.018552876,9858206.421,7770048.325,38784914.81,470,MALE,2013-03-16,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,1268.014354,0,0,0,0,4.262041549,0.078320138,0.40947322,B,Omnivore,
Dasyatis fluviorum,Estuary Stingray,ray,A69-9001-28785,69918647,138,11,8,0.006802721,19820603.91,10003893.98,61902005.14,550,FEMALE,2013-04-05,-35.6869,150.1283,NSW DPI Coastal and Estuarine Fish Tracking (CEFT),VU,2044.792567,0,0,0,0,5.583079434,0.316196703,0.874077054,B,Omnivore,
Galeocerdo cuvier,Tiger Shark,shark,A69-9001-28032,129386313,3071,182,60,0.122724208,473537812.8,668062772.3,43770127101,2750,FEMALE,2012-11-10,-21.9774,113.9308,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,194122.0679,0,0,0,0.644455228,133.6389682,3.031471947,16.51116006,P,Top,
Galeocerdo cuvier,Tiger Shark,shark,A69-9001-28019,129386160,6244,394,69,0.265498652,1795816595,406925525.6,32674197219,1900,FEMALE,2012-11-08,-21.988,113.9191,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,60345.51189,0,0,0,0.74992476,124.9403204,1.158328564,7.455006647,P,Top,
Galeocerdo cuvier,Tiger Shark,shark,A69-9001-28042,129386433,649,45,47,0.133928571,473532619.9,1643722792,22640439083,2900,FEMALE,2012-11-11,-21.9878,113.9211,AATAMS / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA),NT,229594.3889,0,0,0,0.688804737,124.9403204,1.415738304,9.51432798,P,Top,
Galeocerdo cuvier,Tiger Shark,shark,A69-9001-23190,128161069,371,44,26,0.012429379,2161861930,1933203238,17883626242,2820,FEMALE,2015-05-03,-23.02,113.8,WA tiger shark tracking,NT,210170.0265,0,0,0,0.664942032,129.7171271,3.436319286,12.52628199,P,Top,
Galeocerdo cuvier,Tiger Shark,shark,A69-9001-23184,128161061,778,48,25,0.013559322,2056415753,598371915.3,4875030053,3220,FEMALE,2015-04-30,-23.02,113.8,WA tiger shark tracking,NT,319601.0159,0,0,0,0,139.9881504,2.046212326,10.92225469,P,Top,
Galeocerdo cuvier,Tiger Shark,shark,A69-9002-13768,94997802,134,20,18,0.054945055,442227841.2,766109459.8,3794892062,,,2013-08-07,-18.75,147.2833,Townsville Reefs,NT,,0,0,0,0.710582829,55.23839539,3.91537331,9.949120971,P,Top,
